pairing,Conservative,Labour,Liberal Democrat,Democratic Unionist Party,Alliance,Social Democratic & Labour Party,Sinn Fein,Ulster Unionist Party,Scottish National Party,Green,Plaid Cymru,Brexit party
995,1,0,1,0,0,0,0,0,0,0,0,0
996,1,0,1,0,0,0,0,0,0,0,0,0
997,1,1,0,0,0,0,0,0,0,0,0,0
998,1,1,0,0,0,0,0,0,0,0,0,0
999,1,1,0,0,0,0,0,0,0,0,0,0
1000,1,0,1,0,0,0,0,0,0,0,0,0
1001,1,1,0,0,0,0,0,0,0,0,0,0
1002,1,0,1,0,0,0,0,0,0,0,0,0
1003,1,0,1,0,0,0,0,0,0,0,0,0
1004,1,0,1,0,0,0,0,0,0,0,0,0
1005,1,0,1,0,0,0,0,0,0,0,0,0
1006,2,0,0,0,0,0,0,0,0,0,0,0
1007,1,1,0,0,0,0,0,0,0,0,0,0
1008,1,1,0,0,0,0,0,0,0,0,0,0
1009,1,1,0,0,0,0,0,0,0,0,0,0
1010,1,1,0,0,0,0,0,0,0,0,0,0
1011,1,1,0,0,0,0,0,0,0,0,0,0
1012,1,1,0,0,0,0,0,0,0,0,0,0
1013,1,1,0,0,0,0,0,0,0,0,0,0
1014,1,1,0,0,0,0,0,0,0,0,0,0
1015,1,1,0,0,0,0,0,0,0,0,0,0
1016,1,1,0,0,0,0,0,0,0,0,0,0
1017,1,1,0,0,0,0,0,0,0,0,0,0
1018,1,1,0,0,0,0,0,0,0,0,0,0
1019,1,1,0,0,0,0,0,0,0,0,0,0
1020,1,0,1,0,0,0,0,0,0,0,0,0
1021,1,1,0,0,0,0,0,0,0,0,0,0
1022,2,0,0,0,0,0,0,0,0,0,0,0
1023,1,1,0,0,0,0,0,0,0,0,0,0
1024,1,1,0,0,0,0,0,0,0,0,0,0
1025,1,0,1,0,0,0,0,0,0,0,0,0
1026,1,1,0,0,0,0,0,0,0,0,0,0
1027,1,0,1,0,0,0,0,0,0,0,0,0
1028,1,1,0,0,0,0,0,0,0,0,0,0
1029,1,0,1,0,0,0,0,0,0,0,0,0
1030,1,0,1,0,0,0,0,0,0,0,0,0
1031,1,0,1,0,0,0,0,0,0,0,0,0
1032,1,0,1,0,0,0,0,0,0,0,0,0
1033,1,0,1,0,0,0,0,0,0,0,0,0
1034,1,0,1,0,0,0,0,0,0,0,0,0
1035,1,0,1,0,0,0,0,0,0,0,0,0
1036,1,0,1,0,0,0,0,0,0,0,0,0
1037,2,0,0,0,0,0,0,0,0,0,0,0
1038,1,1,0,0,0,0,0,0,0,0,0,0
1039,2,0,0,0,0,0,0,0,0,0,0,0
1040,1,0,1,0,0,0,0,0,0,0,0,0
1041,2,0,0,0,0,0,0,0,0,0,0,0
1042,2,0,0,0,0,0,0,0,0,0,0,0
1043,1,1,0,0,0,0,0,0,0,0,0,0
1044,1,1,0,0,0,0,0,0,0,0,0,0
1045,1,1,0,0,0,0,0,0,0,0,0,0
1046,1,1,0,0,0,0,0,0,0,0,0,0
1047,1,1,0,0,0,0,0,0,0,0,0,0
1048,1,1,0,0,0,0,0,0,0,0,0,0
1049,1,1,0,0,0,0,0,0,0,0,0,0
1050,1,1,0,0,0,0,0,0,0,0,0,0
1051,1,0,1,0,0,0,0,0,0,0,0,0
1052,1,0,1,0,0,0,0,0,0,0,0,0
1053,1,0,1,0,0,0,0,0,0,0,0,0
1054,1,0,1,0,0,0,0,0,0,0,0,0
1055,1,1,0,0,0,0,0,0,0,0,0,0
1056,1,0,1,0,0,0,0,0,0,0,0,0
1057,1,1,0,0,0,0,0,0,0,0,0,0
1058,1,0,1,0,0,0,0,0,0,0,0,0
1059,1,0,1,0,0,0,0,0,0,0,0,0
1060,1,1,0,0,0,0,0,0,0,0,0,0
1061,1,1,0,0,0,0,0,0,0,0,0,0
1062,1,1,0,0,0,0,0,0,0,0,0,0
1063,1,1,0,0,0,0,0,0,0,0,0,0
1064,1,1,0,0,0,0,0,0,0,0,0,0
1065,1,1,0,0,0,0,0,0,0,0,0,0
1066,1,0,1,0,0,0,0,0,0,0,0,0
1067,1,0,1,0,0,0,0,0,0,0,0,0
1068,1,0,1,0,0,0,0,0,0,0,0,0
1069,1,0,1,0,0,0,0,0,0,0,0,0
1070,1,0,1,0,0,0,0,0,0,0,0,0
1071,1,0,1,0,0,0,0,0,0,0,0,0
1072,1,0,1,0,0,0,0,0,0,0,0,0
1073,2,0,0,0,0,0,0,0,0,0,0,0
1074,2,0,0,0,0,0,0,0,0,0,0,0
1075,1,0,1,0,0,0,0,0,0,0,0,0
1076,2,0,0,0,0,0,0,0,0,0,0,0
1077,1,0,1,0,0,0,0,0,0,0,0,0
1078,1,0,1,0,0,0,0,0,0,0,0,0
1079,1,0,1,0,0,0,0,0,0,0,0,0
1080,1,0,1,0,0,0,0,0,0,0,0,0
1081,1,1,0,0,0,0,0,0,0,0,0,0
1082,2,0,0,0,0,0,0,0,0,0,0,0
1083,2,0,0,0,0,0,0,0,0,0,0,0
1084,1,0,1,0,0,0,0,0,0,0,0,0
1085,1,0,1,0,0,0,0,0,0,0,0,0
1086,1,0,1,0,0,0,0,0,0,0,0,0
1087,1,0,1,0,0,0,0,0,0,0,0,0
1088,1,0,1,0,0,0,0,0,0,0,0,0
1089,1,0,1,0,0,0,0,0,0,0,0,0
1090,1,0,1,0,0,0,0,0,0,0,0,0
1091,1,1,0,0,0,0,0,0,0,0,0,0
1092,2,0,0,0,0,0,0,0,0,0,0,0
1093,1,1,0,0,0,0,0,0,0,0,0,0
1094,1,1,0,0,0,0,0,0,0,0,0,0
1095,1,1,0,0,0,0,0,0,0,0,0,0
1096,1,1,0,0,0,0,0,0,0,0,0,0
1097,1,0,1,0,0,0,0,0,0,0,0,0
1098,1,0,1,0,0,0,0,0,0,0,0,0
1099,1,0,1,0,0,0,0,0,0,0,0,0
1100,1,0,1,0,0,0,0,0,0,0,0,0
1101,1,0,1,0,0,0,0,0,0,0,0,0
1102,1,0,1,0,0,0,0,0,0,0,0,0
1103,1,0,1,0,0,0,0,0,0,0,0,0
1104,1,0,1,0,0,0,0,0,0,0,0,0
1105,1,0,1,0,0,0,0,0,0,0,0,0
1106,1,0,1,0,0,0,0,0,0,0,0,0
1107,1,1,0,0,0,0,0,0,0,0,0,0
1108,1,1,0,0,0,0,0,0,0,0,0,0
1109,1,1,0,0,0,0,0,0,0,0,0,0
1110,1,1,0,0,0,0,0,0,0,0,0,0
1111,1,1,0,0,0,0,0,0,0,0,0,0
1112,1,1,0,0,0,0,0,0,0,0,0,0
1113,1,1,0,0,0,0,0,0,0,0,0,0
1114,1,1,0,0,0,0,0,0,0,0,0,0
1115,1,1,0,0,0,0,0,0,0,0,0,0
1116,1,1,0,0,0,0,0,0,0,0,0,0
1117,1,1,0,0,0,0,0,0,0,0,0,0
1118,1,1,0,0,0,0,0,0,0,0,0,0
1119,1,1,0,0,0,0,0,0,0,0,0,0
1120,1,1,0,0,0,0,0,0,0,0,0,0
1121,1,1,0,0,0,0,0,0,0,0,0,0
1122,1,1,0,0,0,0,0,0,0,0,0,0
1123,1,1,0,0,0,0,0,0,0,0,0,0
1124,1,1,0,0,0,0,0,0,0,0,0,0
1125,1,1,0,0,0,0,0,0,0,0,0,0
1126,1,1,0,0,0,0,0,0,0,0,0,0
1127,1,1,0,0,0,0,0,0,0,0,0,0
1128,1,1,0,0,0,0,0,0,0,0,0,0
1129,1,1,0,0,0,0,0,0,0,0,0,0
1130,1,1,0,0,0,0,0,0,0,0,0,0
1131,1,1,0,0,0,0,0,0,0,0,0,0
1132,1,1,0,0,0,0,0,0,0,0,0,0
1133,1,1,0,0,0,0,0,0,0,0,0,0
1134,1,1,0,0,0,0,0,0,0,0,0,0
1135,1,1,0,0,0,0,0,0,0,0,0,0
1136,1,1,0,0,0,0,0,0,0,0,0,0
1137,1,1,0,0,0,0,0,0,0,0,0,0
1138,1,1,0,0,0,0,0,0,0,0,0,0
1139,1,1,0,0,0,0,0,0,0,0,0,0
1140,1,1,0,0,0,0,0,0,0,0,0,0
1141,1,1,0,0,0,0,0,0,0,0,0,0
1142,1,1,0,0,0,0,0,0,0,0,0,0
1143,1,1,0,0,0,0,0,0,0,0,0,0
1144,1,1,0,0,0,0,0,0,0,0,0,0
1145,1,1,0,0,0,0,0,0,0,0,0,0
1146,1,1,0,0,0,0,0,0,0,0,0,0
1147,1,1,0,0,0,0,0,0,0,0,0,0
1148,1,1,0,0,0,0,0,0,0,0,0,0
1149,1,1,0,0,0,0,0,0,0,0,0,0
1150,1,1,0,0,0,0,0,0,0,0,0,0
1151,1,1,0,0,0,0,0,0,0,0,0,0
1152,1,1,0,0,0,0,0,0,0,0,0,0
1153,0,1,0,0,0,0,0,0,0,0,1,0
1154,1,1,0,0,0,0,0,0,0,0,0,0
1155,1,0,0,0,0,0,0,0,0,0,1,0
1156,1,1,0,0,0,0,0,0,0,0,0,0
1157,1,0,0,0,0,0,0,0,0,0,1,0
1158,1,1,0,0,0,0,0,0,0,0,0,0
1159,1,1,0,0,0,0,0,0,0,0,0,0
1160,1,1,0,0,0,0,0,0,0,0,0,0
1161,1,1,0,0,0,0,0,0,0,0,0,0
1162,1,1,0,0,0,0,0,0,0,0,0,0
1163,1,1,0,0,0,0,0,0,0,0,0,0
1164,1,1,0,0,0,0,0,0,0,0,0,0
1165,1,1,0,0,0,0,0,0,0,0,0,0
1166,1,1,0,0,0,0,0,0,0,0,0,0
1167,1,1,0,0,0,0,0,0,0,0,0,0
1168,1,1,0,0,0,0,0,0,0,0,0,0
1169,1,1,0,0,0,0,0,0,0,0,0,0
1170,1,1,0,0,0,0,0,0,0,0,0,0
1171,1,1,0,0,0,0,0,0,0,0,0,0
1172,1,1,0,0,0,0,0,0,0,0,0,0
1173,1,1,0,0,0,0,0,0,0,0,0,0
1174,1,1,0,0,0,0,0,0,0,0,0,0
1175,1,1,0,0,0,0,0,0,0,0,0,0
1176,1,1,0,0,0,0,0,0,0,0,0,0
1177,1,1,0,0,0,0,0,0,0,0,0,0
1178,1,1,0,0,0,0,0,0,0,0,0,0
1179,1,1,0,0,0,0,0,0,0,0,0,0
1180,1,0,0,0,0,0,0,0,0,0,1,0
1181,1,1,0,0,0,0,0,0,0,0,0,0
1182,1,0,0,0,0,0,0,0,0,0,1,0
1183,1,0,1,0,0,0,0,0,0,0,0,0
1184,1,1,0,0,0,0,0,0,0,0,0,0
1185,1,0,0,0,0,0,0,0,0,0,1,0
1186,1,0,1,0,0,0,0,0,0,0,0,0
1187,1,1,0,0,0,0,0,0,0,0,0,0
1188,1,1,0,0,0,0,0,0,0,0,0,0
1189,1,1,0,0,0,0,0,0,0,0,0,0
1190,1,0,0,0,0,0,0,0,0,0,1,0
1191,1,1,0,0,0,0,0,0,0,0,0,0
1192,1,1,0,0,0,0,0,0,0,0,0,0
1193,1,1,0,0,0,0,0,0,0,0,0,0
1194,1,1,0,0,0,0,0,0,0,0,0,0
1195,1,1,0,0,0,0,0,0,0,0,0,0
1196,1,1,0,0,0,0,0,0,0,0,0,0
1197,1,1,0,0,0,0,0,0,0,0,0,0
1198,1,1,0,0,0,0,0,0,0,0,0,0
1199,1,1,0,0,0,0,0,0,0,0,0,0
1200,1,1,0,0,0,0,0,0,0,0,0,0
1201,1,1,0,0,0,0,0,0,0,0,0,0
1202,1,1,0,0,0,0,0,0,0,0,0,0
1203,1,1,0,0,0,0,0,0,0,0,0,0
1204,1,1,0,0,0,0,0,0,0,0,0,0
1205,1,1,0,0,0,0,0,0,0,0,0,0
1206,1,1,0,0,0,0,0,0,0,0,0,0
1207,0,2,0,0,0,0,0,0,0,0,0,0
1208,1,1,0,0,0,0,0,0,0,0,0,0
1209,1,1,0,0,0,0,0,0,0,0,0,0
1210,1,1,0,0,0,0,0,0,0,0,0,0
1211,0,2,0,0,0,0,0,0,0,0,0,0
1212,0,2,0,0,0,0,0,0,0,0,0,0
1213,1,1,0,0,0,0,0,0,0,0,0,0
1214,0,2,0,0,0,0,0,0,0,0,0,0
1215,0,2,0,0,0,0,0,0,0,0,0,0
1216,0,2,0,0,0,0,0,0,0,0,0,0
1217,1,1,0,0,0,0,0,0,0,0,0,0
1218,1,1,0,0,0,0,0,0,0,0,0,0
1219,1,1,0,0,0,0,0,0,0,0,0,0
1220,1,1,0,0,0,0,0,0,0,0,0,0
1221,1,1,0,0,0,0,0,0,0,0,0,0
1222,1,1,0,0,0,0,0,0,0,0,0,0
1223,1,1,0,0,0,0,0,0,0,0,0,0
1224,1,1,0,0,0,0,0,0,0,0,0,0
1225,1,1,0,0,0,0,0,0,0,0,0,0
1226,1,1,0,0,0,0,0,0,0,0,0,0
1227,1,1,0,0,0,0,0,0,0,0,0,0
1228,2,0,0,0,0,0,0,0,0,0,0,0
1229,2,0,0,0,0,0,0,0,0,0,0,0
1230,2,0,0,0,0,0,0,0,0,0,0,0
1231,1,1,0,0,0,0,0,0,0,0,0,0
1232,2,0,0,0,0,0,0,0,0,0,0,0
1233,1,1,0,0,0,0,0,0,0,0,0,0
1234,1,1,0,0,0,0,0,0,0,0,0,0
1235,1,1,0,0,0,0,0,0,0,0,0,0
1236,2,0,0,0,0,0,0,0,0,0,0,0
1237,2,0,0,0,0,0,0,0,0,0,0,0
1238,1,1,0,0,0,0,0,0,0,0,0,0
1239,2,0,0,0,0,0,0,0,0,0,0,0
1240,1,1,0,0,0,0,0,0,0,0,0,0
1241,1,1,0,0,0,0,0,0,0,0,0,0
1242,2,0,0,0,0,0,0,0,0,0,0,0
1243,1,1,0,0,0,0,0,0,0,0,0,0
1244,1,1,0,0,0,0,0,0,0,0,0,0
1245,1,1,0,0,0,0,0,0,0,0,0,0
1246,1,1,0,0,0,0,0,0,0,0,0,0
1247,1,1,0,0,0,0,0,0,0,0,0,0
1248,2,0,0,0,0,0,0,0,0,0,0,0
1249,1,1,0,0,0,0,0,0,0,0,0,0
1250,1,1,0,0,0,0,0,0,0,0,0,0
1251,1,1,0,0,0,0,0,0,0,0,0,0
1252,1,1,0,0,0,0,0,0,0,0,0,0
1253,1,1,0,0,0,0,0,0,0,0,0,0
1254,1,1,0,0,0,0,0,0,0,0,0,0
1255,1,1,0,0,0,0,0,0,0,0,0,0
1256,1,1,0,0,0,0,0,0,0,0,0,0
1257,1,1,0,0,0,0,0,0,0,0,0,0
1258,1,1,0,0,0,0,0,0,0,0,0,0
1259,1,1,0,0,0,0,0,0,0,0,0,0
1260,1,1,0,0,0,0,0,0,0,0,0,0
1261,1,1,0,0,0,0,0,0,0,0,0,0
1262,2,0,0,0,0,0,0,0,0,0,0,0
1263,1,1,0,0,0,0,0,0,0,0,0,0
1264,1,1,0,0,0,0,0,0,0,0,0,0
1265,1,1,0,0,0,0,0,0,0,0,0,0
1266,2,0,0,0,0,0,0,0,0,0,0,0
1267,1,1,0,0,0,0,0,0,0,0,0,0
1268,1,1,0,0,0,0,0,0,0,0,0,0
1269,1,1,0,0,0,0,0,0,0,0,0,0
1270,1,1,0,0,0,0,0,0,0,0,0,0
1271,2,0,0,0,0,0,0,0,0,0,0,0
1272,2,0,0,0,0,0,0,0,0,0,0,0
1273,1,1,0,0,0,0,0,0,0,0,0,0
1274,1,0,1,0,0,0,0,0,0,0,0,0
1275,1,1,0,0,0,0,0,0,0,0,0,0
1276,1,1,0,0,0,0,0,0,0,0,0,0
1277,1,1,0,0,0,0,0,0,0,0,0,0
1278,1,1,0,0,0,0,0,0,0,0,0,0
1279,2,0,0,0,0,0,0,0,0,0,0,0
1280,1,1,0,0,0,0,0,0,0,0,0,0
1281,2,0,0,0,0,0,0,0,0,0,0,0
1282,1,1,0,0,0,0,0,0,0,0,0,0
1283,2,0,0,0,0,0,0,0,0,0,0,0
1284,2,0,0,0,0,0,0,0,0,0,0,0
1285,2,0,0,0,0,0,0,0,0,0,0,0
1286,1,1,0,0,0,0,0,0,0,0,0,0
1287,1,1,0,0,0,0,0,0,0,0,0,0
1288,2,0,0,0,0,0,0,0,0,0,0,0
1289,1,1,0,0,0,0,0,0,0,0,0,0
1290,2,0,0,0,0,0,0,0,0,0,0,0
1291,2,0,0,0,0,0,0,0,0,0,0,0
1292,2,0,0,0,0,0,0,0,0,0,0,0
1293,1,1,0,0,0,0,0,0,0,0,0,0
1294,2,0,0,0,0,0,0,0,0,0,0,0
1295,1,1,0,0,0,0,0,0,0,0,0,0
1296,1,1,0,0,0,0,0,0,0,0,0,0
1297,1,1,0,0,0,0,0,0,0,0,0,0
1298,1,1,0,0,0,0,0,0,0,0,0,0
1299,1,1,0,0,0,0,0,0,0,0,0,0
1300,1,1,0,0,0,0,0,0,0,0,0,0
1301,1,1,0,0,0,0,0,0,0,0,0,0
1302,1,1,0,0,0,0,0,0,0,0,0,0
1303,1,1,0,0,0,0,0,0,0,0,0,0
1304,2,0,0,0,0,0,0,0,0,0,0,0
1305,1,1,0,0,0,0,0,0,0,0,0,0
1306,1,1,0,0,0,0,0,0,0,0,0,0
1307,1,1,0,0,0,0,0,0,0,0,0,0
1308,2,0,0,0,0,0,0,0,0,0,0,0
1309,1,1,0,0,0,0,0,0,0,0,0,0
1310,1,1,0,0,0,0,0,0,0,0,0,0
1311,1,1,0,0,0,0,0,0,0,0,0,0
1312,1,1,0,0,0,0,0,0,0,0,0,0
1313,2,0,0,0,0,0,0,0,0,0,0,0
1314,2,0,0,0,0,0,0,0,0,0,0,0
1315,1,1,0,0,0,0,0,0,0,0,0,0
1316,1,1,0,0,0,0,0,0,0,0,0,0
1317,1,1,0,0,0,0,0,0,0,0,0,0
1318,2,0,0,0,0,0,0,0,0,0,0,0
1319,1,1,0,0,0,0,0,0,0,0,0,0
1320,1,1,0,0,0,0,0,0,0,0,0,0
1321,1,1,0,0,0,0,0,0,0,0,0,0
1322,1,1,0,0,0,0,0,0,0,0,0,0
1323,1,1,0,0,0,0,0,0,0,0,0,0
1324,1,1,0,0,0,0,0,0,0,0,0,0
1325,1,1,0,0,0,0,0,0,0,0,0,0
1326,1,1,0,0,0,0,0,0,0,0,0,0
1327,1,1,0,0,0,0,0,0,0,0,0,0
1328,1,1,0,0,0,0,0,0,0,0,0,0
1329,1,1,0,0,0,0,0,0,0,0,0,0
1330,1,1,0,0,0,0,0,0,0,0,0,0
1331,1,1,0,0,0,0,0,0,0,0,0,0
1332,1,1,0,0,0,0,0,0,0,0,0,0
1333,1,1,0,0,0,0,0,0,0,0,0,0
1334,1,1,0,0,0,0,0,0,0,0,0,0
1335,1,1,0,0,0,0,0,0,0,0,0,0
1336,1,1,0,0,0,0,0,0,0,0,0,0
1337,1,1,0,0,0,0,0,0,0,0,0,0
1338,1,1,0,0,0,0,0,0,0,0,0,0
1339,1,1,0,0,0,0,0,0,0,0,0,0
1340,1,1,0,0,0,0,0,0,0,0,0,0
1341,1,1,0,0,0,0,0,0,0,0,0,0
1342,1,1,0,0,0,0,0,0,0,0,0,0
1343,2,0,0,0,0,0,0,0,0,0,0,0
1344,1,1,0,0,0,0,0,0,0,0,0,0
1345,1,1,0,0,0,0,0,0,0,0,0,0
1346,1,1,0,0,0,0,0,0,0,0,0,0
1347,0,1,0,0,0,0,0,0,0,0,0,1
1348,1,1,0,0,0,0,0,0,0,0,0,0
1349,1,1,0,0,0,0,0,0,0,0,0,0
1350,1,1,0,0,0,0,0,0,0,0,0,0
1351,1,1,0,0,0,0,0,0,0,0,0,0
1352,1,1,0,0,0,0,0,0,0,0,0,0
1353,1,1,0,0,0,0,0,0,0,0,0,0
1354,1,1,0,0,0,0,0,0,0,0,0,0
1355,1,1,0,0,0,0,0,0,0,0,0,0
1356,1,1,0,0,0,0,0,0,0,0,0,0
1357,1,1,0,0,0,0,0,0,0,0,0,0
1358,1,1,0,0,0,0,0,0,0,0,0,0
1359,1,1,0,0,0,0,0,0,0,0,0,0
1360,1,1,0,0,0,0,0,0,0,0,0,0
1361,1,1,0,0,0,0,0,0,0,0,0,0
1362,1,1,0,0,0,0,0,0,0,0,0,0
1363,1,1,0,0,0,0,0,0,0,0,0,0
1364,1,1,0,0,0,0,0,0,0,0,0,0
1365,1,1,0,0,0,0,0,0,0,0,0,0
1366,0,2,0,0,0,0,0,0,0,0,0,0
1367,1,1,0,0,0,0,0,0,0,0,0,0
1368,1,1,0,0,0,0,0,0,0,0,0,0
1369,1,1,0,0,0,0,0,0,0,0,0,0
1370,1,1,0,0,0,0,0,0,0,0,0,0
1371,1,1,0,0,0,0,0,0,0,0,0,0
1372,1,1,0,0,0,0,0,0,0,0,0,0
1373,1,1,0,0,0,0,0,0,0,0,0,0
1374,1,1,0,0,0,0,0,0,0,0,0,0
1375,1,1,0,0,0,0,0,0,0,0,0,0
1376,1,1,0,0,0,0,0,0,0,0,0,0
1377,2,0,0,0,0,0,0,0,0,0,0,0
1378,1,1,0,0,0,0,0,0,0,0,0,0
1379,1,1,0,0,0,0,0,0,0,0,0,0
1380,2,0,0,0,0,0,0,0,0,0,0,0
1381,1,1,0,0,0,0,0,0,0,0,0,0
1382,1,1,0,0,0,0,0,0,0,0,0,0
1383,1,1,0,0,0,0,0,0,0,0,0,0
1384,1,1,0,0,0,0,0,0,0,0,0,0
1385,1,1,0,0,0,0,0,0,0,0,0,0
1386,1,1,0,0,0,0,0,0,0,0,0,0
1387,1,1,0,0,0,0,0,0,0,0,0,0
1388,1,1,0,0,0,0,0,0,0,0,0,0
1389,1,1,0,0,0,0,0,0,0,0,0,0
1390,1,1,0,0,0,0,0,0,0,0,0,0
1391,1,1,0,0,0,0,0,0,0,0,0,0
1392,1,1,0,0,0,0,0,0,0,0,0,0
1393,1,1,0,0,0,0,0,0,0,0,0,0
1394,1,1,0,0,0,0,0,0,0,0,0,0
1395,1,1,0,0,0,0,0,0,0,0,0,0
1396,1,1,0,0,0,0,0,0,0,0,0,0
1397,1,1,0,0,0,0,0,0,0,0,0,0
1398,1,1,0,0,0,0,0,0,0,0,0,0
1399,1,1,0,0,0,0,0,0,0,0,0,0
1400,1,1,0,0,0,0,0,0,0,0,0,0
1401,1,1,0,0,0,0,0,0,0,0,0,0
1402,1,1,0,0,0,0,0,0,0,0,0,0
1403,1,1,0,0,0,0,0,0,0,0,0,0
1404,2,0,0,0,0,0,0,0,0,0,0,0
1405,1,1,0,0,0,0,0,0,0,0,0,0
1406,1,1,0,0,0,0,0,0,0,0,0,0
1407,1,1,0,0,0,0,0,0,0,0,0,0
1408,1,1,0,0,0,0,0,0,0,0,0,0
1409,1,1,0,0,0,0,0,0,0,0,0,0
1410,1,1,0,0,0,0,0,0,0,0,0,0
1411,1,1,0,0,0,0,0,0,0,0,0,0
1412,1,1,0,0,0,0,0,0,0,0,0,0
1413,1,1,0,0,0,0,0,0,0,0,0,0
1414,1,1,0,0,0,0,0,0,0,0,0,0
1415,1,1,0,0,0,0,0,0,0,0,0,0
1416,1,1,0,0,0,0,0,0,0,0,0,0
1417,1,1,0,0,0,0,0,0,0,0,0,0
1418,1,0,1,0,0,0,0,0,0,0,0,0
1419,1,0,1,0,0,0,0,0,0,0,0,0
1420,1,0,1,0,0,0,0,0,0,0,0,0
1421,1,1,0,0,0,0,0,0,0,0,0,0
1422,1,1,0,0,0,0,0,0,0,0,0,0
1423,1,1,0,0,0,0,0,0,0,0,0,0
1424,1,1,0,0,0,0,0,0,0,0,0,0
1425,1,1,0,0,0,0,0,0,0,0,0,0
1426,1,1,0,0,0,0,0,0,0,0,0,0
1427,1,1,0,0,0,0,0,0,0,0,0,0
1428,1,1,0,0,0,0,0,0,0,0,0,0
1429,1,1,0,0,0,0,0,0,0,0,0,0
1430,1,1,0,0,0,0,0,0,0,0,0,0
1431,1,1,0,0,0,0,0,0,0,0,0,0
1432,1,1,0,0,0,0,0,0,0,0,0,0
1433,1,1,0,0,0,0,0,0,0,0,0,0
1434,1,1,0,0,0,0,0,0,0,0,0,0
1435,1,1,0,0,0,0,0,0,0,0,0,0
1436,1,1,0,0,0,0,0,0,0,0,0,0
1437,1,1,0,0,0,0,0,0,0,0,0,0
1438,1,1,0,0,0,0,0,0,0,0,0,0
1439,1,1,0,0,0,0,0,0,0,0,0,0
1440,1,1,0,0,0,0,0,0,0,0,0,0
1441,1,1,0,0,0,0,0,0,0,0,0,0
1442,1,1,0,0,0,0,0,0,0,0,0,0
1443,1,1,0,0,0,0,0,0,0,0,0,0
1444,1,1,0,0,0,0,0,0,0,0,0,0
1445,1,1,0,0,0,0,0,0,0,0,0,0
1446,1,1,0,0,0,0,0,0,0,0,0,0
1447,1,1,0,0,0,0,0,0,0,0,0,0
1448,1,1,0,0,0,0,0,0,0,0,0,0
1449,1,1,0,0,0,0,0,0,0,0,0,0
1450,1,1,0,0,0,0,0,0,0,0,0,0
1451,1,1,0,0,0,0,0,0,0,0,0,0
1452,1,1,0,0,0,0,0,0,0,0,0,0
1453,2,0,0,0,0,0,0,0,0,0,0,0
1454,2,0,0,0,0,0,0,0,0,0,0,0
1455,1,1,0,0,0,0,0,0,0,0,0,0
1456,1,1,0,0,0,0,0,0,0,0,0,0
1457,1,1,0,0,0,0,0,0,0,0,0,0
1458,1,1,0,0,0,0,0,0,0,0,0,0
1459,1,1,0,0,0,0,0,0,0,0,0,0
1460,1,1,0,0,0,0,0,0,0,0,0,0
1461,1,1,0,0,0,0,0,0,0,0,0,0
1462,1,1,0,0,0,0,0,0,0,0,0,0
1463,1,1,0,0,0,0,0,0,0,0,0,0
1464,1,1,0,0,0,0,0,0,0,0,0,0
1465,1,1,0,0,0,0,0,0,0,0,0,0
1466,0,2,0,0,0,0,0,0,0,0,0,0
1467,0,1,1,0,0,0,0,0,0,0,0,0
1468,1,1,0,0,0,0,0,0,0,0,0,0
1469,1,1,0,0,0,0,0,0,0,0,0,0
1470,1,1,0,0,0,0,0,0,0,0,0,0
1471,1,1,0,0,0,0,0,0,0,0,0,0
1472,1,1,0,0,0,0,0,0,0,0,0,0
1473,1,1,0,0,0,0,0,0,0,0,0,0
1474,2,0,0,0,0,0,0,0,0,0,0,0
1475,1,1,0,0,0,0,0,0,0,0,0,0
1476,1,1,0,0,0,0,0,0,0,0,0,0
